"CLASS","NAME","DATE","Gl","Gb"
"FRB","FRB140514","2014","51","-55"
"FRB","FRB110220","2011","51","-55"
"FRB","FRB181017","2018","51","-47"
"FRB","FRB120127","2012","49","-66"
"FRB","FRB170922","2017","45","-39"
"FRB","FRB171020","2017","36","-54"
"FRB","FRB170906","2017","34","-50"
"FRB","FRB151206","2015","33","-9"
"FRB","FRB010621","2001","25","-4"
"FRB","FRB180727.J1311+26","2018","25","85"
"FRB","FRB150215","2015","25","5"
"FRB","FRB160102","2016","19","-61"
"FRB","FRB180714","2018","15","9"
"FRB","FRB180315","2018","13","-21"
"FRB","FRB180309","2018","11","-45"
"FRB","FRB180110","2018","9","-51"
"FRB","FRB130626","2013","7","27"
"FRB","FRB180130","2018","4","-51"
"FRB","FRB180131","2018","1","-51"
"FRB","FRB180924","2018","1","-49"
"RadioTrans","VASTPSR","2020","356.086696","-0.0389"
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
